0 2.04217992e-01
0 Coaster 1.37332214e-01
4.75356528e-03	-1.44701395e-03	-3.84500125e-04
4.01017032e-03	4.26124871e-04	2.18533625e-04
1.68058152e-03	-1.44762330e-03	-1.15930713e-03
2.98929816e-03	3.14004655e-04	1.00125925e-03
3.61865304e-03	6.17959813e-03	1.67860625e-03
-1.92418272e-03	2.67096659e-03	4.98060000e-05
1.05854472e-03	2.49852082e-03	2.25362025e-03
1.52934120e-03	2.11950574e-03	1.90154600e-03
2.52094104e-03	-1.42751479e-03	-1.32742563e-03
7.91375616e-03	-2.83157365e-04	2.22188375e-04
6.35925600e-04	-4.08073910e-04	2.48380750e-04
2.87097120e-04	-3.74182229e-03	-1.43828638e-03
7.05327192e-03	2.86169282e-03	1.79190350e-03
-1.74549960e-03	1.09762747e-03	6.80250375e-04
3.45031920e-04	-1.70476858e-03	-3.98510000e-04
4.38644160e-03	5.72441443e-03	3.96526150e-03
-3.62258712e-03	-6.27439550e-04	5.18832250e-04
2.56302000e-03	-6.41454577e-04	-5.59319000e-04
4.11689232e-03	4.26734220e-04	1.77180238e-03
-4.06716048e-03	-7.86894307e-03	-2.25146825e-03
4.87248408e-03	-1.80774856e-03	-1.10874975e-03
2.63925000e-03	6.43053115e-04	1.31069475e-03
-5.42405448e-03	-4.50533659e-03	-2.15339912e-03
3.39606144e-03	2.45403834e-03	6.61976625e-04
-1.48387824e-03	1.63202654e-03	2.45158588e-03
-1.72720440e-03	-3.06921976e-04	-6.29368375e-04
5.92201872e-03	4.87924736e-03	1.59698350e-03
-4.15131840e-03	-4.10560364e-03	4.00052875e-04
6.70686480e-04	-3.74182229e-03	-2.27096025e-03
5.92201872e-03	2.87193299e-04	1.40450000e-03
-1.66561056e-03	-4.30181402e-03	3.72033125e-04
3.06369864e-03	1.76120853e-03	-9.91188625e-04
-2.06263440e-04	5.85164960e-04	2.38031825e-03
-3.44085480e-03	-1.93997730e-03	1.63103250e-04
