1 9.57679977e-01
1 Coaster 9.45448938e-01
2.40080256e-03	-3.32380888e-03	1.24612750e-03
-9.42340320e-04	2.50156757e-03	6.97129337e-03
6.32756232e-03	-1.84370015e-03	3.58029450e-03
5.96409768e-03	-3.50478553e-03	-4.21656750e-04
1.75681152e-03	6.81636783e-03	5.41132425e-03
-8.33178960e-04	-9.40511190e-03	1.01039612e-03
-3.72991896e-03	-3.39826822e-04	5.20050500e-04
2.66362560e-04	1.00861346e-02	2.38519125e-03
4.19414400e-05	-5.51502788e-03	-2.83013700e-03
-4.39403472e-03	-2.20687216e-03	-1.09047600e-03
-4.36537224e-03	3.10299503e-03	-1.81533475e-03
5.49147168e-03	-4.86850859e-03	-5.45059275e-03
1.41591096e-03	6.93640959e-03	-5.14542112e-03
2.19528648e-03	3.69101681e-03	-4.23538838e-03
-7.20358560e-04	-1.12496113e-02	-8.87813913e-03
2.69840448e-03	7.31408720e-04	-6.13098538e-03
3.95284536e-03	4.72435395e-04	-5.59434625e-03
9.57921120e-04	-4.22381735e-03	-6.21138987e-03
-3.06702288e-03	5.81825417e-03	-1.76904125e-03
2.91428784e-03	4.06211035e-03	-1.54488325e-03
6.56174088e-03	1.41083285e-03	-3.77976287e-03
4.08335112e-03	2.50400496e-03	2.59345000e-04
2.65205664e-03	-7.29067087e-03	8.11212250e-04
5.75492256e-03	-3.24093741e-03	-1.19646375e-03
5.04872784e-03	-1.31722262e-03	1.74500088e-03
-8.53913520e-04	-2.10572022e-03	4.88991325e-03
1.45738008e-03	-1.27456819e-03	5.29559050e-03
-2.10042648e-03	1.19451396e-03	5.97537400e-03
1.94708160e-03	3.27787819e-03	6.28663688e-03
9.12183120e-04	-3.93376722e-03	4.01886450e-03
-2.41998264e-03	-4.06173051e-03	4.85884787e-03
-2.00774880e-04	-1.45493549e-03	3.99206300e-03
1.27747728e-03	-4.66315798e-03	6.60149250e-04
-1.01369160e-03	-7.99885317e-04	1.25404612e-03
2.94782904e-03	1.47968929e-03	4.55483250e-04
1.48116384e-03	-3.58095415e-03	-3.82910200e-03
-6.71081688e-03	4.71898858e-03	-2.36598375e-03
-1.40215968e-03	-9.85127413e-04	-1.02773612e-03
-6.14122632e-03	-4.02395088e-03	-6.73767388e-03
-3.67320384e-03	3.42046586e-03	-4.95293762e-03
-2.94566472e-03	-2.39942644e-03	-6.67676137e-03
-4.57515720e-03	-2.92041984e-03	-8.70453850e-03
-5.23256472e-03	2.06344563e-03	-3.90524262e-03
1.64277144e-03	-5.35111300e-03	-6.20286212e-03
-3.18594168e-03	-2.83328293e-03	-8.84159163e-03
-1.99492416e-03	5.36489852e-03	-1.42914950e-03
-3.12007896e-03	-4.08122968e-03	-4.36635025e-03
-7.88658840e-03	4.89326239e-03	-9.76569625e-04
-3.80614896e-03	1.14833718e-02	4.23266737e-03
4.09674960e-04	3.48383815e-03	-7.67030625e-04
-1.68146640e-03	1.46872101e-03	1.59637438e-03
-5.07949488e-03	-6.29267597e-04	2.17443400e-03
5.76161280e-04	-1.20417650e-02	-1.26285838e-03
-2.77551936e-03	-3.25982723e-03	1.91068287e-03
2.00867544e-03	7.28191047e-03	4.56098575e-03
-2.17970568e-03	-6.27244869e-03	1.98986912e-03
-9.44229024e-03	9.32566702e-03	8.14507725e-03
2.57338728e-03	5.14857962e-03	6.42734475e-03
-4.27450608e-03	-1.37937622e-03	-7.32310500e-04
-2.40229728e-03	4.42223561e-03	4.99711925e-03
-2.38766112e-03	-1.37296617e-02	-9.29057875e-04
-1.63816776e-03	-5.76668902e-03	-1.76355913e-03
4.09066920e-03	9.40975718e-03	3.98962650e-03
6.25560120e-03	-5.71123826e-03	2.10005875e-04
-2.95420248e-03	5.71149933e-04	7.92329375e-04
-1.64548584e-03	8.65660181e-03	3.03451850e-03
1.21832280e-03	-1.28028419e-02	-2.72841313e-03
-5.91131664e-03	7.77121772e-03	1.42947413e-03
7.36531200e-05	4.28635079e-03	2.00570638e-03
-3.43048752e-03	-6.08781594e-03	-1.62346038e-03
-2.50536024e-03	1.10489060e-02	2.47595088e-03
-4.37025096e-03	-4.36823306e-03	-1.27808650e-03
-7.74754488e-03	-1.07523825e-02	-3.19932875e-04
-2.03578344e-03	1.64299482e-03	1.98255963e-03
-1.20885840e-04	-5.14088759e-03	-3.29002638e-03
-3.91104144e-03	8.06675198e-03	1.25648263e-03
-2.61879048e-03	1.45435225e-02	5.29315400e-03
-4.19888592e-03	1.13236036e-03	6.72331750e-04
-6.04426176e-03	1.47890902e-02	-7.50646250e-05
2.48618016e-03	-2.28365013e-03	-2.72475838e-03
-2.85113952e-03	-1.29070406e-02	-6.77117575e-03
1.53239040e-03	7.65605076e-03	-2.94587075e-03
4.42120248e-03	-3.07397579e-03	-4.60390900e-03
-1.28385072e-03	2.61368778e-03	-2.30994425e-03
1.89646488e-03	1.10586556e-02	1.24490925e-03
1.50250824e-03	-4.61745680e-03	-5.15212150e-03
1.73119824e-03	-1.88574524e-03	-2.88008525e-03
1.95013080e-03	3.72453101e-03	-3.43073425e-03
4.23215208e-03	-8.38871776e-03	-4.84085862e-03
-1.20276000e-04	1.03725286e-02	1.17242337e-03
2.97527184e-03	1.71063256e-03	-9.45504250e-04
-4.44221208e-03	-1.32209741e-03	-1.70142838e-03
6.32858400e-05	5.89381345e-03	2.21950925e-03
6.29827200e-04	-7.82324189e-03	1.35692625e-04
2.85025464e-03	-6.51923503e-03	1.31191300e-03
-2.27607840e-04	3.06887148e-03	5.57816250e-04
3.65766480e-04	-1.02539351e-02	5.12131875e-04
-1.02625250e-02	-1.15586390e-04	1.98865088e-03
1.08720720e-03	1.42089899e-02	5.70004950e-03
-1.36131840e-04	-6.20054550e-03	-7.96268625e-04
-9.54352368e-03	9.86250349e-03	1.61275875e-04
-3.62685600e-03	-5.74109636e-03	1.56957288e-03
