1 9.59604700e-01
1 Coaster 9.45906832e-01
-4.42452672e-03	-1.08506065e-03	9.70193875e-04
-9.69232464e-03	-1.14829920e-02	-6.11094625e-04
-5.52650760e-03	2.25478122e-03	8.46541500e-04
3.95894376e-03	-7.21876768e-03	-3.19743938e-03
-4.21230240e-03	-4.23600433e-03	-4.77020013e-03
-4.83860808e-03	2.83427212e-03	2.12442375e-04
-3.82078512e-03	-2.08500236e-03	-1.88416587e-03
-7.47677592e-03	2.53447241e-03	-3.68717588e-03
-9.35142408e-03	9.04231973e-03	-1.15687063e-03
-1.87478568e-03	-4.75711649e-04	-4.48147487e-03
-3.97753200e-04	7.42937293e-03	-4.93283650e-03
-2.59319520e-04	4.71167639e-03	-4.93405475e-03
-6.51383856e-03	-1.41720491e-02	-7.69887313e-03
-9.61182576e-03	-3.63945166e-03	-5.38846200e-03
-8.89284240e-04	-5.82457717e-03	-6.31920500e-03
1.49397048e-03	-3.21290736e-03	-5.55962612e-03
-2.75112576e-03	7.75598399e-03	-4.13671013e-03
-8.15430816e-03	9.16906432e-03	-2.51710875e-04
-6.06438648e-03	4.87498192e-03	2.62579562e-03
-5.45637600e-03	1.31846742e-02	1.23394500e-03
2.50020648e-03	-2.36530290e-03	1.80158750e-04
-3.74211576e-03	-8.17361757e-03	-4.29873738e-03
1.40615352e-03	-5.38950198e-03	-3.09577750e-04
5.20301736e-03	-7.32296636e-03	4.46839875e-03
4.02175728e-03	3.85432234e-03	4.03165612e-03
-9.38071440e-04	2.31388807e-03	6.55343362e-03
-3.08043936e-03	2.00738553e-03	8.52760775e-03
1.03963968e-03	5.82118215e-04	6.23181562e-03
-3.55245552e-03	-3.30077238e-04	7.60843813e-03
3.13320240e-04	3.23400506e-03	8.12924000e-03
1.81657584e-03	1.85931372e-03	4.39956762e-03
-5.98022856e-03	1.62776110e-03	4.92219687e-03
1.25552304e-03	-1.63225605e-03	7.25758213e-03
-1.48448808e-03	-1.19960638e-02	-2.05417375e-04
-1.08827323e-02	4.44660957e-03	1.67677888e-03
-1.02771792e-03	3.96266770e-04	4.91610563e-03
-2.73526992e-03	-6.68875282e-04	-1.32498913e-03
-2.39558904e-03	1.26850081e-02	2.20245375e-03
-3.36096576e-03	-1.83212252e-03	-2.71013938e-03
-6.87425400e-03	-5.30602117e-03	-6.20042563e-03
-6.73825968e-03	4.99075823e-03	-1.76355913e-03
1.69216848e-03	-2.83876707e-03	-6.86863575e-03
